acc_1,acc_2,acc_3,acc_4,strain_1,strain_2,WIM_1,WIM_2,offset_stress_1,Range,Cycles,velocity
-0.00710764,-0.00078183674,-0.021117214,-0.014042132,654.136,484.3686,-301.28802,-168.74348,-0.11197265,2.0,1252.0,148.96551724137933
-0.0067248303,-0.0008674095,-0.021657228,-0.014915364,654.00653,484.45914,-301.28766,-168.75743,-0.13915832,4.0,8.0,148.96551724137933
-0.0064034136,-0.00251434,-0.021777723,-0.015302156,654.70404,484.89322,-301.28796,-168.74565,0.0073187253,6.0,4.0,148.96551724137933
-0.0071198507,-0.0012061757,-0.021491723,-0.01443555,653.738,483.98178,-301.26788,-168.76022,-0.19555481,8.0,5.0,148.96551724137933
-0.006392159,-0.0008599748,-0.021352744,-0.014195812,654.25934,484.42462,-301.27158,-168.75656,-0.08606872,10.0,1.5,148.96551724137933
-0.006057114,-0.002153268,-0.02125516,-0.01578244,655.15344,485.2625,-301.31296,-168.74689,0.10169311,12.0,0.5,148.96551724137933
-0.0070495466,-0.0012825355,-0.021422297,-0.014384768,654.0434,484.01218,-301.2661,-168.75835,-0.13141662,14.0,0.0,148.96551724137933
-0.0068226326,-0.00062548846,-0.021908633,-0.014414955,654.06506,484.33804,-301.3164,-168.77417,-0.12686644,16.0,0.0,148.96551724137933
-0.006466498,-0.0017743185,-0.02149582,-0.015741196,655.07135,485.19308,-301.29663,-168.7132,0.08445373,18.0,0.5,148.96551724137933
-0.006214077,-0.0008130066,-0.021656912,-0.014001096,653.3865,484.141,-301.2895,-168.7783,-0.2693701,20.0,0.0,148.96551724137933
-0.006686066,-0.00086083,-0.021044225,-0.014603221,653.5435,483.8342,-301.25858,-168.77924,-0.23639098,22.0,0.5,148.96551724137933
-0.0063125235,-0.0021854602,-0.021435114,-0.01578682,654.4905,484.85672,-301.2759,-168.74132,-0.037529297,24.0,0.0,148.96551724137933
-0.0072982656,-0.0011090832,-0.022029296,-0.014540704,653.4961,483.9299,-301.305,-168.75993,-0.2463501,26.0,0.0,148.96551724137933
-0.0067272233,-0.0011625488,-0.021368548,-0.014290604,653.769,484.08426,-301.28873,-168.75934,-0.18904357,28.0,0.0,148.96551724137933
-0.006122132,-0.001392555,-0.02118767,-0.015506102,654.6821,484.98056,-301.29276,-168.75775,0.0027172852,30.0,0.0,148.96551724137933
-0.007170115,-0.0005155841,-0.021082321,-0.014186891,653.7232,484.22238,-301.32724,-168.77708,-0.1986566,,,148.96551724137933
-0.006168977,-0.0011905105,-0.021639246,-0.014731606,653.74756,484.16827,-301.27402,-168.76195,-0.19354248,,,148.96551724137933
-0.006419957,-0.0022254058,-0.021088079,-0.015537701,654.6737,484.9353,-301.2936,-168.78545,0.0009484863,,,148.96551724137933
-0.006026643,-0.0006598387,-0.021919716,-0.013881139,653.3783,483.5726,-301.26328,-168.77342,-0.27108765,,,148.96551724137933
-0.006663609,-0.00047991716,-0.021732647,-0.013901162,654.1352,484.63724,-301.29507,-168.75424,-0.11213928,,,148.96551724137933
-0.0064901286,-0.0022212565,-0.021623326,-0.015856477,655.04047,485.15363,-301.3,-168.7838,0.077968135,,,148.96551724137933
-0.0069647464,-0.00076526735,-0.021225441,-0.01436039,653.22534,483.98068,-301.28516,-168.75995,-0.303208,,,148.96551724137933
-0.006278119,-0.00081058254,-0.020807356,-0.014615889,654.11945,484.75214,-301.31577,-168.79561,-0.115446165,,,148.96551724137933
-0.006322311,-0.0020281489,-0.021201262,-0.015720902,654.4454,484.31668,-301.3314,-168.78493,-0.04700134,,,148.96551724137933
-0.0069564115,-0.0006405125,-0.021632496,-0.014745555,653.03296,483.30093,-301.25568,-168.7944,-0.34360838,,,148.96551724137933
-0.0065850397,-0.00085111154,-0.02164092,-0.014567035,653.96136,484.74976,-301.25467,-168.75601,-0.14864318,,,148.96551724137933
-0.0060204403,-0.002228491,-0.021028405,-0.0155991055,654.478,484.60016,-301.33908,-168.76076,-0.04014404,,,148.96551724137933
-0.006489785,-0.0005359315,-0.021224909,-0.01410433,653.3101,483.94702,-301.26614,-168.8002,-0.28540465,,,148.96551724137933
-0.0064032525,-0.00076717464,-0.021573521,-0.013704463,653.6022,483.9538,-301.2508,-168.76094,-0.22407348,,,148.96551724137933
