acc_1,acc_2,acc_3,acc_4,strain_1,strain_2,WIM_1,WIM_2,offset_stress_1,Range,Cycles,velocity
0.0328301,0.03468078,0.022583995,0.010941504,432.21915,304.166,-417.5117,-289.05487,-0.022975158,2.0,1299.5,148.96551724137933
0.03276405,0.03567947,0.02246082,0.012619449,432.46432,303.6236,-417.53473,-289.055,0.028512267,4.0,5.5,148.96551724137933
0.033192206,0.034515798,0.022653375,0.010781116,432.1454,303.4896,-417.537,-289.0729,-0.038464963,6.0,4.0,148.96551724137933
0.033479378,0.034232914,0.022913024,0.011599362,432.6563,304.01337,-417.51685,-289.04938,0.06882934,8.0,5.0,148.96551724137933
0.033122584,0.036188256,0.022974795,0.012677515,431.92188,303.7565,-417.521,-289.10175,-0.08540222,10.0,1.5,148.96551724137933
0.03314163,0.033497736,0.02274606,0.011021532,432.83508,304.29303,-417.54312,-289.02325,0.106371455,12.0,0.0,148.96551724137933
0.033238318,0.034782883,0.022762755,0.011037194,432.15677,303.78702,-417.53644,-289.0685,-0.036074523,14.0,0.0,148.96551724137933
0.032972544,0.03618033,0.022864083,0.012649784,432.52084,303.97086,-417.51935,-289.09033,0.040381163,16.0,0.0,148.96551724137933
0.033235203,0.03465623,0.023086382,0.010816266,432.65942,304.04932,-417.53333,-289.03137,0.06948303,18.0,0.5,148.96551724137933
0.03326973,0.034619704,0.022810474,0.011018106,431.9707,304.01007,-417.55142,-289.05588,-0.075148314,20.0,0.0,148.96551724137933
0.032526348,0.035541628,0.02269134,0.012369919,431.8276,303.72998,-417.50674,-289.1093,-0.10519867,22.0,0.5,148.96551724137933
0.032842297,0.034271177,0.022703005,0.010444581,432.546,304.04816,-417.56033,-289.07925,0.045661926,24.0,0.0,148.96551724137933
0.032968946,0.03445142,0.02254973,0.011290975,432.89252,304.55338,-417.5091,-289.0156,0.11843261,26.0,0.0,148.96551724137933
0.032552727,0.03637522,0.022779051,0.012738672,431.86517,303.4393,-417.50754,-289.09607,-0.09730957,28.0,0.0,148.96551724137933
0.03294882,0.034095537,0.022822682,0.010975453,432.02707,303.59247,-417.5397,-289.04388,-0.06331146,30.0,0.0,148.96551724137933
0.03366365,0.034444366,0.023369083,0.01098723,432.08154,303.79056,-417.55453,-289.0429,-0.051871948,,,148.96551724137933
0.033291236,0.03601038,0.023307383,0.012579859,431.53894,303.1301,-417.5272,-289.11633,-0.16581848,,,148.96551724137933
0.03364426,0.034508735,0.023150409,0.010858893,432.85315,304.5653,-417.51166,-289.03726,0.1101654,,,148.96551724137933
0.033070974,0.03458174,0.023126291,0.011043306,432.358,303.93198,-417.54065,-289.0878,0.006184387,,,148.96551724137933
0.032760534,0.035659686,0.022403048,0.012687032,431.4901,303.27643,-417.50293,-289.08585,-0.17607239,,,148.96551724137933
0.032900337,0.033903867,0.022851558,0.010876841,432.02582,303.93863,-417.5308,-289.06485,-0.06357422,,,148.96551724137933
0.033381026,0.034740698,0.022637166,0.011310584,432.4079,304.03662,-417.51398,-289.04523,0.016662598,,,148.96551724137933
0.033165455,0.0356475,0.022634529,0.013013012,432.67566,304.1353,-417.5157,-289.04803,0.07289246,,,148.96551724137933
0.03306982,0.034296557,0.022902774,0.011049689,432.40436,304.08783,-417.5159,-289.05997,0.015919188,,,148.96551724137933
0.03337793,0.034170974,0.022798147,0.011423786,432.0737,303.9139,-417.5133,-289.0782,-0.05351898,,,148.96551724137933
0.03282581,0.03610356,0.02341854,0.012525964,432.35684,303.95184,-417.5263,-289.04266,0.005940857,,,148.96551724137933
