acc_1,acc_2,acc_3,acc_4,strain_1,strain_2,WIM_1,WIM_2,offset_stress_1,Range,Cycles,velocity
0.012191055,0.008877431,-0.005027201,-0.0072641177,580.51074,442.21207,-362.09866,-229.94997,-0.2843408,2.0,1366.0,81.50943396226415
0.013187061,0.009184785,-0.0049736006,-0.00623492,580.7137,442.0701,-362.04813,-229.97865,-0.24172302,4.0,2.0,81.50943396226415
0.012550658,0.008525492,-0.0049637575,-0.0065426077,580.635,442.4846,-362.09717,-229.93208,-0.25824463,6.0,0.0,81.50943396226415
0.01201751,0.009447845,-0.0052283383,-0.006933597,580.55066,441.90356,-362.09103,-229.96783,-0.27595824,8.0,0.0,81.50943396226415
0.013385064,0.00945113,-0.0057894257,-0.006158129,580.6237,442.04956,-362.10352,-229.97389,-0.26061583,10.0,0.0,81.50943396226415
0.013049763,0.008585658,-0.0057271677,-0.0069102524,580.30237,442.218,-362.10397,-229.91673,-0.32809934,12.0,0.0,81.50943396226415
0.013257403,0.008450368,-0.005851644,-0.0070151975,580.59796,442.1453,-362.06363,-229.98045,-0.26602477,14.0,1.0,81.50943396226415
0.013792245,0.009701704,-0.0062705213,-0.005899518,580.46924,442.30487,-362.0828,-229.9606,-0.29305664,16.0,0.0,81.50943396226415
0.0123373885,0.009577516,-0.0057544364,-0.007177446,580.48193,442.01303,-362.08972,-229.93402,-0.2903906,18.0,0.0,81.50943396226415
0.012385744,0.009025805,-0.005388443,-0.006960285,580.66656,442.41327,-362.05908,-229.96382,-0.25161803,20.0,0.0,81.50943396226415
0.013343123,0.008973885,-0.0054262667,-0.006015835,580.3552,442.2532,-362.1094,-229.97227,-0.3169995,22.0,0.0,81.50943396226415
0.012330408,0.008981309,-0.005252346,-0.006677097,580.5195,442.19754,-362.0728,-229.92682,-0.28250793,24.0,0.0,81.50943396226415
0.011901376,0.009492405,-0.0050445544,-0.007327208,580.5782,441.99683,-362.09033,-229.91219,-0.2701776,26.0,0.0,81.50943396226415
0.012829457,0.0095246015,-0.0049864077,-0.006222141,580.37335,441.91895,-362.05927,-229.98903,-0.31319273,28.0,0.0,81.50943396226415
0.012809061,0.009171278,-0.005429655,-0.006933038,580.6373,442.23883,-362.0568,-229.94211,-0.25775757,30.0,0.0,81.50943396226415
0.012960599,0.00868678,-0.0058963224,-0.006990709,580.6039,442.30716,-362.0816,-229.96759,-0.26478148,,,81.50943396226415
0.013970909,0.009416962,-0.006129366,-0.0059190015,580.1676,441.86337,-362.0915,-229.95232,-0.35640013,,,81.50943396226415
0.0127377715,0.009263353,-0.0059951083,-0.006495002,580.41656,442.0796,-362.10666,-229.94101,-0.30411804,,,81.50943396226415
0.01269192,0.009440629,-0.0056482637,-0.00728028,580.4332,441.9972,-362.0848,-229.93765,-0.3006189,,,81.50943396226415
0.013867275,0.008878492,-0.0054236646,-0.0059765535,580.4754,442.18323,-362.04202,-229.9827,-0.29176208,,,81.50943396226415
0.012724039,0.008760927,-0.0051929406,-0.0065587643,580.49194,442.27048,-362.0967,-229.93404,-0.28828856,,,81.50943396226415
0.011902094,0.009505525,-0.004973346,-0.0070420667,580.56793,442.38083,-362.06232,-229.96864,-0.2723309,,,81.50943396226415
0.012946056,0.009996281,-0.005006805,-0.006303474,580.2694,442.205,-362.0677,-229.9933,-0.33502075,,,81.50943396226415
0.012468817,0.00889363,-0.0049564713,-0.007055775,580.70715,441.96802,-362.11087,-229.92534,-0.24309447,,,81.50943396226415
0.012788343,0.008806618,-0.0051956126,-0.007100876,580.5555,442.1075,-362.09055,-229.92836,-0.27494568,,,81.50943396226415
0.013882916,0.009570968,-0.006110558,-0.0064041642,580.5379,442.29407,-362.06497,-229.9714,-0.27863708,,,81.50943396226415
0.012930008,0.009376423,-0.0058700726,-0.0066198716,580.54156,441.95554,-362.06973,-229.92088,-0.27786803,,,81.50943396226415
0.01257023,0.0091454405,-0.005962021,-0.007199733,580.5515,442.07574,-362.0951,-229.95139,-0.2757788,,,81.50943396226415
0.013589672,0.008832746,-0.00593832,-0.0058245496,580.47,441.9753,-362.08237,-229.96994,-0.29290283,,,81.50943396226415
0.012956625,0.008846837,-0.006315362,-0.006481929,580.66815,441.95334,-362.057,-229.94319,-0.25128478,,,81.50943396226415
0.012245039,0.008921505,-0.0057837702,-0.006941908,580.4685,442.2046,-362.06226,-229.9584,-0.29321045,,,81.50943396226415
0.012931171,0.00965487,-0.005115869,-0.0062811025,580.5293,442.16907,-362.07327,-229.98047,-0.28044432,,,81.50943396226415
0.01215625,0.00886309,-0.004883674,-0.0067291437,580.6762,442.18723,-362.08307,-229.952,-0.24959289,,,81.50943396226415
0.0119829895,0.009080991,-0.0052295886,-0.007224183,580.39374,442.07843,-362.07144,-229.95811,-0.30891174,,,81.50943396226415
