acc_1,acc_2,acc_3,acc_4,strain_1,strain_2,WIM_1,WIM_2,offset_stress_1,Range,Cycles,velocity
-0.050719246,-0.03101219,-0.060252532,-0.03676786,668.7086,505.5731,-213.9617,-98.25957,-0.09487426,2.0,1307.0,154.28571428571428
-0.050148096,-0.032451693,-0.05806795,-0.03794595,668.18506,504.97003,-214.00082,-98.29516,-0.20482177,4.0,9.5,154.28571428571428
-0.05037279,-0.03271376,-0.059397154,-0.03797376,668.4675,505.336,-214.00227,-98.24316,-0.14550292,6.0,5.0,154.28571428571428
-0.05069107,-0.03191594,-0.05870405,-0.03679048,668.4971,505.63013,-213.98964,-98.21577,-0.13929932,8.0,3.0,154.28571428571428
-0.05115755,-0.03396559,-0.05924333,-0.03783899,667.72815,505.26508,-213.97531,-98.28813,-0.3007727,10.0,0.5,154.28571428571428
-0.05134716,-0.033356793,-0.060388085,-0.03783514,668.4337,505.55948,-214.00957,-98.281334,-0.15260376,12.0,0.0,154.28571428571428
-0.05074116,-0.03189175,-0.0591978,-0.036771722,669.4349,506.10272,-213.9701,-98.19157,0.05763977,14.0,0.0,154.28571428571428
-0.05006789,-0.033044256,-0.060231324,-0.038759414,667.82245,504.81543,-213.98279,-98.261444,-0.28096983,16.0,0.5,154.28571428571428
-0.051003017,-0.03381828,-0.05865458,-0.03799455,668.67474,505.2984,-213.96368,-98.24277,-0.10198791,18.0,0.0,154.28571428571428
-0.05088335,-0.0329863,-0.059938807,-0.037505068,669.30505,505.98788,-214.0133,-98.19627,0.030377196,20.0,0.5,154.28571428571428
-0.050432958,-0.03309075,-0.059708204,-0.03947113,667.7182,504.7612,-213.98265,-98.27359,-0.30286193,22.0,0.0,154.28571428571428
-0.051355585,-0.032682735,-0.05937802,-0.03848315,668.18365,505.45737,-213.99527,-98.2626,-0.20511657,24.0,0.0,154.28571428571428
-0.05134646,-0.03188946,-0.06071442,-0.037774134,669.314,505.99615,-213.99237,-98.195206,0.032261353,26.0,0.0,154.28571428571428
-0.050425537,-0.033974655,-0.05825323,-0.03722137,667.78467,505.0426,-213.95009,-98.25375,-0.2889038,28.0,0.0,154.28571428571428
-0.05061526,-0.033407036,-0.059904438,-0.038083926,668.18384,505.09912,-213.99315,-98.252975,-0.20507812,30.0,0.0,154.28571428571428
-0.050991647,-0.03074627,-0.059258286,-0.0367972,669.2452,505.6138,-213.99234,-98.23136,0.017803345,,,154.28571428571428
-0.051407818,-0.033340916,-0.05973517,-0.03815042,668.0156,504.92117,-214.00114,-98.266716,-0.24040282,,,154.28571428571428
-0.050999865,-0.033391953,-0.060007248,-0.038681563,668.1807,505.14078,-213.97943,-98.241264,-0.20573181,,,154.28571428571428
-0.05152626,-0.03299751,-0.05914439,-0.03611097,668.92194,505.7135,-213.98558,-98.22274,-0.050077513,,,154.28571428571428
-0.049491797,-0.033833608,-0.059962723,-0.038016517,668.22174,505.12222,-213.96964,-98.24518,-0.19711852,,,154.28571428571428
-0.051116034,-0.032839898,-0.058438085,-0.038046934,668.2669,505.08368,-214.00127,-98.25489,-0.18763366,,,154.28571428571428
-0.05203306,-0.031997457,-0.059526637,-0.037804026,668.8637,505.67822,-214.00537,-98.24654,-0.062305298,,,154.28571428571428
-0.051067542,-0.032933906,-0.060144227,-0.038691983,668.7063,505.75983,-213.95934,-98.22658,-0.09536132,,,154.28571428571428
-0.050852083,-0.033453085,-0.05912681,-0.038607795,668.3414,505.78116,-214.01741,-98.25079,-0.17199646,,,154.28571428571428
-0.050657537,-0.031238213,-0.060297385,-0.037398674,668.74713,505.7772,-213.99614,-98.25031,-0.08678649,,,154.28571428571428
-0.050913632,-0.032135125,-0.05912543,-0.0378737,668.8674,505.68738,-214.01183,-98.214325,-0.061536252,,,154.28571428571428
-0.050968066,-0.033447184,-0.060261346,-0.038891274,668.3191,505.54846,-213.98422,-98.20302,-0.1766748,,,154.28571428571428
-0.05043746,-0.031969372,-0.059454776,-0.037271757,668.35333,505.16486,-213.98961,-98.24376,-0.16948424,,,154.28571428571428
-0.05121797,-0.033302907,-0.058684926,-0.037835572,669.0736,506.18338,-214.00127,-98.21686,-0.018226318,,,154.28571428571428
-0.05018345,-0.032426905,-0.060088906,-0.03756494,668.73834,505.57266,-213.9838,-98.2568,-0.088632196,,,154.28571428571428
-0.050267134,-0.032116354,-0.05839695,-0.036933817,667.8945,505.2271,-213.98007,-98.26605,-0.26584533,,,154.28571428571428
-0.049124308,-0.033954445,-0.060377125,-0.038007397,669.002,505.8516,-213.97406,-98.20919,-0.03326111,,,154.28571428571428
-0.0502777,-0.033081133,-0.05869317,-0.03770466,668.3889,505.27338,-214.00995,-98.27263,-0.16201171,,,154.28571428571428
-0.05125817,-0.031803217,-0.059706375,-0.036983117,668.1139,504.86798,-213.99559,-98.28116,-0.21976684,,,154.28571428571428
-0.05014407,-0.033214957,-0.060096607,-0.038469493,669.125,505.9462,-214.00108,-98.20596,-0.0074340818,,,154.28571428571428
-0.051267244,-0.034470767,-0.05948163,-0.038603477,668.62775,505.78217,-213.97212,-98.21434,-0.111857295,,,154.28571428571428
-0.050507806,-0.03311025,-0.061212163,-0.037922733,668.2062,505.42917,-213.99791,-98.2651,-0.20038696,,,154.28571428571428
-0.051020544,-0.03320738,-0.05867272,-0.038096655,669.15784,505.85388,-214.00002,-98.22707,-0.00053833006,,,154.28571428571428
-0.051639687,-0.03365884,-0.060173273,-0.038182985,668.91284,505.19193,-213.99678,-98.22835,-0.0519873,,,154.28571428571428
-0.052460305,-0.030903751,-0.05907435,-0.03763193,668.0122,505.0336,-214.02321,-98.26446,-0.24112059,,,154.28571428571428
-0.050958265,-0.03389351,-0.05969338,-0.03902075,668.9782,506.04358,-214.00327,-98.20626,-0.038259886,,,154.28571428571428
