acc_1,acc_2,acc_3,acc_4,strain_1,strain_2,WIM_1,WIM_2,offset_stress_1,Range,Cycles,velocity
0.023768183,0.018251304,0.000702504,0.0008323491,553.0303,447.97156,-371.91003,-235.54413,0.17890503,2.0,1046.0,148.96551724137933
0.022973109,0.018502757,0.0017642144,5.24856e-05,552.8749,448.1219,-371.93515,-235.59946,0.14627197,4.0,8.5,148.96551724137933
0.022554215,0.018139118,0.0007630381,-0.00014046211,552.98486,447.9208,-371.929,-235.6632,0.1693689,6.0,4.5,148.96551724137933
0.023153182,0.0192526,0.0007561367,0.00010351616,553.0984,447.9252,-371.9053,-235.48045,0.19320922,8.0,4.0,148.96551724137933
0.023096066,0.018918047,0.00030035723,0.0006217544,553.0649,448.00488,-371.96033,-235.60855,0.18617249,10.0,1.5,148.96551724137933
0.022418326,0.018672844,0.0006971853,-0.0010567614,553.01904,447.9298,-371.9593,-235.65213,0.17654662,12.0,0.0,148.96551724137933
0.023478907,0.01805605,0.0012227319,0.00018489701,552.60986,448.0173,-371.89468,-235.51016,0.09061889,14.0,0.0,148.96551724137933
0.023156399,0.018089915,0.0006436225,-5.742232e-05,553.03564,448.14264,-371.97482,-235.60965,0.18003295,16.0,0.5,148.96551724137933
0.022259416,0.019057395,0.00084199297,-0.0010038445,552.7077,447.84836,-371.96524,-235.65308,0.11116516,18.0,0.0,148.96551724137933
0.02352051,0.019019147,0.0008509872,0.00043955172,552.9125,448.06512,-371.91238,-235.48727,0.15416747,20.0,0.0,148.96551724137933
0.023647433,0.019055193,0.0011300115,0.00023085019,553.1429,447.93423,-371.97394,-235.59178,0.2025531,22.0,0.5,148.96551724137933
0.022329412,0.018718595,0.0005848109,-0.0003827931,552.84296,447.69122,-371.9851,-235.62877,0.13956848,24.0,0.0,148.96551724137933
0.023202274,0.019581767,0.000862131,0.00017740847,553.1218,447.8384,-371.89035,-235.51495,0.1981311,26.0,0.0,148.96551724137933
0.022932112,0.018554302,0.00089777226,0.00034008487,553.0721,447.91504,-371.93646,-235.60788,0.18768492,28.0,0.0,148.96551724137933
