A1,A2,A3,SG2,SG3,SG7,SG2-Range,SG2-Cycles,SG3-Range,SG3-Cycles,SG7-Range,SG7-Cycles
-0.0005525624999999999,-0.00043318275,3.5180249999999975e-05,-0.05552924999999931,0.13967625000000083,-0.014532000000002654,2.0,1029.0,2.0,1044.5,2.0,1016.0
-0.0001892624999999999,8.341725e-05,0.0001716802500000003,0.08097074999999876,0.15437624999999855,-0.08173200000001657,4.0,12.0,4.0,1.0,4.0,0.0
0.00014883749999999992,-3.208274999999994e-05,0.00018428025000000008,0.08307074999999742,0.03467625000000041,-0.04813200000003803,6.0,0.0,6.0,0.0,6.0,0.0
-2.6249999999995895e-07,0.00016111724999999999,-0.00013071974999999967,-0.017729249999995034,-0.07662374999999955,0.008567999999968379,8.0,0.0,8.0,0.0,8.0,1.0
0.00011103750000000009,0.0005538172500000002,-0.00015591974999999963,-0.05552924999999931,0.10397624999999877,0.11776799999998389,10.0,0.0,10.0,0.0,10.0,0.0
-0.00027536249999999987,3.511724999999996e-05,-2.151974999999983e-05,-0.03662924999999717,-0.013623750000000712,0.04006799999999089,12.0,0.0,12.0,0.0,12.0,0.0
-0.0002669624999999999,-0.0001307827499999999,0.00015908025000000011,-0.04712924999999757,0.06407624999999939,-0.05653200000003267,14.0,0.0,14.0,0.0,14.0,0.0
0.0002475375000000001,0.00018631724999999995,0.00023048025000000022,0.024270749999999452,0.14807624999999902,0.06946799999997211,16.0,0.0,16.0,0.0,16.0,0.0
0.0004554375000000001,5.717250000000004e-06,-0.0002651197499999999,0.17967074999999966,0.07457624999999979,-0.08173200000001657,18.0,0.0,18.0,0.0,18.0,0.0
-0.00013676249999999986,-0.00017488274999999994,-0.00036801974999999985,-0.011429249999999058,0.18587624999999974,0.042167999999975336,20.0,0.0,20.0,0.5,20.0,1.0
0.00036513750000000014,-0.00046888274999999993,-0.00016431974999999962,0.12297075000000035,0.17117624999999848,-0.046032000000025164,22.0,3.0,22.0,2.5,22.0,0.0
0.0003714375,0.00011281724999999995,-2.3619749999999502e-05,-0.1437292499999998,0.0220762499999978,-0.0901320000000112,24.0,0.0,24.0,0.0,24.0,0.0
-0.00034676249999999987,0.0005286172500000002,-3.8319749999999805e-05,-0.07442925000000145,0.12287625000000091,-0.03973200000001498,26.0,0.0,26.0,1.0,26.0,0.0
-0.00015146249999999984,0.0003753172499999999,-0.00010971974999999991,0.12087075000000169,0.10397624999999877,0.05266799999998284,28.0,1.0,28.0,0.0,28.0,0.0
-0.00012836249999999987,0.00020101725000000003,-0.00016641974999999972,0.020070750000002135,0.10817624999999964,0.09046799999998711,30.0,0.0,30.0,0.0,30.0,0.0
-8.846249999999983e-05,0.00011281724999999995,-4.719749999999856e-06,0.020070750000002135,0.05777624999999986,0.02116799999998875,32.0,0.0,32.0,0.0,32.0,0.0
0.0004407375,0.00024091725000000008,0.00018638025000000018,-0.007229250000001741,-0.08712374999999994,-0.08803200000002676,34.0,0.0,34.0,0.0,34.0,0.0
0.0007578375000000001,0.00029131725,7.928025000000002e-05,0.12717075000000477,0.12497624999999957,0.042167999999975336,36.0,0.0,36.0,0.0,36.0,0.0
-0.0001871624999999999,-0.00024838274999999994,-0.00018951975,0.1460707499999998,-0.05982374999999962,0.008567999999968379,38.0,0.0,38.0,0.0,38.0,0.0
-0.00012206249999999988,-0.00043738275,-0.00014121974999999976,0.06417075000000239,0.1984762499999988,-0.04813200000003803,40.0,0.0,40.0,0.0,40.0,0.0
0.0005205375000000001,-6.56827500000001e-05,1.838025e-05,0.05367075000000199,0.03677624999999907,-0.06703200000001175,42.0,0.0,42.0,0.0,42.0,0.0
-0.0004160624999999999,5.6117250000000144e-05,0.00010238025000000031,-0.015629249999996375,-0.03462375000000151,-0.012432000000018206,44.0,0.0,44.0,0.0,44.0,0.0
-0.0003446624999999999,9.811725000000008e-05,7.718025000000035e-05,-0.04712924999999757,0.18377624999999753,-0.06283200000001443,46.0,0.0,46.0,0.0,46.0,0.0
0.0005289375000000001,0.00023041725,-0.0002714197499999998,0.03267075000000119,0.05777624999999986,0.05686799999998016,48.0,0.0,48.0,0.0,48.0,0.0
0.0005709375,-4.258275000000003e-05,-0.0005171197499999995,-0.028229250000002537,0.08507625000000019,-0.041831999999999425,50.0,0.0,50.0,0.0,50.0,0.0
-0.00023126249999999983,9.917249999999997e-06,-0.0005612197499999996,0.10827075000000264,0.030476249999995986,0.0337679999999807,,,,,,
-0.0003236624999999998,1.4117249999999991e-05,-0.00014961974999999975,0.11457074999999861,0.05777624999999986,-0.012432000000018206,,,,,,
-9.266249999999993e-05,0.00034801725000000003,0.0003270802500000003,0.057870749999999305,0.10817624999999964,-0.0901320000000112,,,,,,
0.00017193750000000022,0.00037321725,0.0003333802500000002,0.10617075000000398,0.12917624999999688,-0.018732000000028393,,,,,,
-6.746249999999986e-05,-0.00012028275000000002,1.2080250000000119e-05,0.0011707499999999982,0.030476249999995986,-0.08803200000002676,,,,,,
-0.00029636249999999984,-0.0006179827499999999,-3.4119749999999595e-05,0.01377075000000616,0.10607624999999743,-0.08803200000002676,,,,,,
3.12375000000001e-05,-0.00015598275000000008,0.00012548025000000016,0.05367075000000199,0.10397624999999877,0.008567999999968379,,,,,,
6.483750000000016e-05,4.141724999999984e-05,7.880249999999908e-06,0.1103707500000013,0.08297624999999798,-0.041831999999999425,,,,,,
-0.0001094624999999999,-0.00035758275,-0.00013491974999999988,0.11247074999999995,0.12707624999999823,0.09466799999998443,,,,,,
0.00022233750000000014,-0.00050038275,-0.0001853197499999998,0.051570749999996224,0.11447624999999917,0.0232679999999732,,,,,,
0.0005184375,-2.5782750000000057e-05,-0.0002735197499999999,0.07677075000000144,0.11447624999999917,-0.020832000000041262,,,,,,
0.00018453749999999998,-0.00016228274999999996,-5.511974999999978e-05,-0.019829250000000798,0.10817624999999964,-0.09853200000003426,,,,,,
-0.00030686249999999993,2.041725000000009e-05,0.0001905802500000004,0.11457074999999861,0.12917624999999688,0.1219679999999812,,,,,,
0.00029373750000000003,8.341725e-05,0.00014858025000000002,-0.021929249999999456,0.005276250000001426,-0.041831999999999425,,,,,,
-0.00019346249999999988,0.00016951724999999997,-6.771974999999954e-05,-0.05552924999999931,-0.02202375000000245,-0.0901320000000112,,,,,,
7.533750000000014e-05,0.00014011725000000002,-0.00025041975000000003,0.07047074999999836,0.05777624999999986,0.07996799999997961,,,,,,
0.0003987375000000001,0.0001506172500000001,-0.00017271975000000004,0.06417075000000239,0.09347624999999837,0.002267999999986614,,,,,,
-0.00036986249999999984,-0.00026308275,7.718025000000035e-05,0.0788707500000001,-0.10392375000000342,-0.1888320000000192,,,,,,
