Time,SG5,SG7,SG13,SG16,SG33,SG35,SG42,SG43,A1,A2,A4,A5,SG13Range,SG13Cycles,SG16Range,SG16Cycles,SG42Range,SG42Cycles,SG43Range,SG43Cycles,velocity_16,velocity_5+7
265.0025,-0.0555249,0.06582687,-0.13924804,-0.17200287,-0.14911743,-0.17695518,0.0020635985,0.038061216,8.371282,8.255794,8.8963585,8.714092,2.0,900.0,2.0,915.0,2.0,573.5,2.0,555.5,84.4245487364621,71.08085106382978
265.005,0.030707244,0.14360595,-0.05977907,-0.0908432,-0.04090347,-0.09072304,0.01897293,0.036369324,8.370688,8.255203,8.8960495,8.715077,4.0,1.0,4.0,2.0,4.0,1.0,4.0,0.0,84.4245487364621,71.08085106382978
265.0075,0.17442535,0.2754904,0.06703251,0.02582382,0.11634338,0.027634276,0.029117888,0.041441802,8.37074,8.25398,8.896523,8.716316,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,84.4245487364621,71.08085106382978
265.01,0.24544005,0.36172256,0.13466543,0.08162029,0.19243057,0.08512344,0.04602722,0.08371193,8.370351,8.253223,8.894565,8.716725,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,84.4245487364621,71.08085106382978
265.0125,0.20147964,0.33466825,0.09746738,0.039349362,0.14339767,0.06314163,0.10689697,0.15472664,8.371303,8.253389,8.893151,8.716131,10.0,0.0,10.0,4.0,10.0,9.0,10.0,1.0,84.4245487364621,71.08085106382978
265.015,0.06959518,0.21292877,-0.029344596,-0.07731605,-0.005396118,-0.028161392,0.1474768,0.19361618,8.371916,8.253794,8.894668,8.71537,12.0,8.0,12.0,8.0,12.0,5.0,12.0,10.0,84.4245487364621,71.08085106382978
265.01752,-0.08595978,0.07428314,-0.17475499,-0.21596488,-0.17109603,-0.16004585,0.13563995,0.17670844,8.371374,8.254011,8.895266,8.715097,14.0,4.0,14.0,1.0,14.0,0.0,14.0,2.0,84.4245487364621,71.08085106382978
265.02002,-0.19248183,-0.010260315,-0.25929645,-0.29543266,-0.26240066,-0.23106055,0.0984407,0.12091117,8.371589,8.253887,8.896338,8.715751,16.0,2.0,16.0,0.0,16.0,0.0,16.0,0.0,84.4245487364621,71.08085106382978
265.02252,-0.14682953,0.03370331,-0.22717048,-0.2599253,-0.22351272,-0.18033576,0.059552763,0.073566966,8.371507,8.253969,8.897122,8.716686,18.0,0.0,18.0,1.0,18.0,1.0,18.0,0.0,84.4245487364621,71.08085106382978
265.02502,-0.011564483,0.15205902,-0.12910308,-0.14495018,-0.09670074,-0.08395866,0.01897293,0.041441802,8.371814,8.254954,8.89573,8.717184,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,84.4245487364621,71.08085106382978
265.02753,0.15075485,0.30930588,0.0010902786,0.013986968,0.090980984,0.03947113,-0.006389465,0.024534073,8.373092,8.256373,8.894379,8.71735,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,84.4245487364621,71.08085106382978
