acc_1,acc_2,acc_3,acc_4,strain_1,strain_2,WIM_1,WIM_2,offset_stress_1,Range,Cycles,velocity
0.048645258,0.028103596,0.033823814,0.019888299,450.28986,242.41853,-289.73157,-203.0994,-0.011984252,2.0,1460.0,105.3658536585366
0.048616342,0.029525885,0.034180734,0.022960842,450.37933,242.22029,-289.73257,-203.05724,0.00680603,4.0,2.0,105.3658536585366
0.05023564,0.02763558,0.0344953,0.021063775,450.7724,242.46265,-289.76447,-203.11285,0.08934997,6.0,0.0,105.3658536585366
0.049300436,0.02791614,0.03416359,0.020240689,450.06592,242.17924,-289.7441,-203.08531,-0.05901123,8.0,0.0,105.3658536585366
0.04893384,0.03003426,0.033977058,0.023227891,450.28683,242.22832,-289.68332,-203.06007,-0.012618713,10.0,0.0,105.3658536585366
0.050070167,0.027833432,0.034393463,0.021843262,450.18234,242.31549,-289.763,-203.11299,-0.03456207,12.0,0.0,105.3658536585366
0.049671397,0.027398722,0.034574635,0.020384582,449.96362,241.88991,-289.73343,-203.10042,-0.08049316,14.0,0.5,105.3658536585366
0.049348056,0.029363988,0.034158275,0.022554094,449.90677,241.98694,-289.71103,-203.05882,-0.09243255,16.0,0.5,105.3658536585366
0.04969683,0.02763235,0.03423209,0.021396961,450.9657,242.47508,-289.7717,-203.12462,0.12994263,18.0,0.0,105.3658536585366
0.048574664,0.027687117,0.03424724,0.020544706,449.60016,241.6137,-289.77054,-203.10582,-0.15682067,20.0,0.0,105.3658536585366
0.048984647,0.029679503,0.033693258,0.022924375,450.0484,242.00179,-289.68237,-203.11697,-0.06268982,22.0,0.0,105.3658536585366
0.049689014,0.027988655,0.0342714,0.021679742,450.46637,242.60258,-289.77112,-203.11824,0.025083618,24.0,0.0,105.3658536585366
0.048403736,0.027548803,0.034569204,0.021025255,449.86877,241.88211,-289.68713,-203.11453,-0.10041137,26.0,0.0,105.3658536585366
0.04879378,0.030117398,0.03395909,0.02235156,450.27747,241.69406,-289.70654,-203.09825,-0.014586181,28.0,0.0,105.3658536585366
0.04975039,0.027899168,0.033740316,0.021209687,450.8392,242.92036,-289.81122,-203.12221,0.1033786,30.0,0.0,105.3658536585366
0.049119893,0.027638774,0.034271926,0.02069539,450.4425,242.19601,-289.71756,-203.09425,0.02007202,,,105.3658536585366
0.04892096,0.0291392,0.03437432,0.022470765,450.14087,242.23418,-289.70963,-203.03928,-0.043271482,,,105.3658536585366
0.05017594,0.02800446,0.034366094,0.02099827,450.42886,242.21669,-289.78558,-203.12517,0.017207336,,,105.3658536585366
0.048911467,0.027844101,0.034777302,0.020985622,449.98135,241.97728,-289.7191,-203.08064,-0.07676971,,,105.3658536585366
0.048693486,0.029731994,0.034176223,0.022887412,450.27496,241.94612,-289.6875,-203.03052,-0.015111694,,,105.3658536585366
0.04970451,0.027500883,0.033936843,0.021053934,450.34262,242.68335,-289.77344,-203.13843,-0.00090362545,,,105.3658536585366
0.04897976,0.027238589,0.034216322,0.02056178,450.10855,241.98042,-289.75903,-203.07245,-0.050058287,,,105.3658536585366
0.048718534,0.029973608,0.033967547,0.022770148,450.01505,241.8531,-289.7045,-203.10188,-0.06969452,,,105.3658536585366
0.050116144,0.028277982,0.034044493,0.021031912,450.93982,242.6419,-289.77322,-203.12755,0.12450805,,,105.3658536585366
0.04967926,0.0276001,0.03411174,0.02100099,450.1019,242.3549,-289.7881,-203.11009,-0.051455382,,,105.3658536585366
0.048972234,0.029622905,0.03430481,0.022969106,449.88217,242.11256,-289.66714,-203.0994,-0.09759796,,,105.3658536585366
0.04993446,0.028292166,0.034261134,0.02072428,450.5698,242.6223,-289.7966,-203.15327,0.046802673,,,105.3658536585366
0.049448945,0.02746724,0.034147367,0.020633124,449.81784,242.25117,-289.7432,-203.09532,-0.111107476,,,105.3658536585366
0.048697177,0.029392691,0.034313314,0.022684949,449.9381,242.00627,-289.6639,-203.10503,-0.08585083,,,105.3658536585366
0.049602173,0.027735516,0.034113396,0.02035436,450.76227,242.61499,-289.79324,-203.1128,0.087222286,,,105.3658536585366
0.04941307,0.027245943,0.033577465,0.020914137,449.97757,241.76999,-289.72885,-203.07004,-0.07756439,,,105.3658536585366
0.048597097,0.029556818,0.033782292,0.023668949,449.81235,241.8316,-289.65866,-203.10435,-0.11226104,,,105.3658536585366
0.049813602,0.028562758,0.034086797,0.020738047,450.58853,242.34482,-289.78317,-203.13087,0.05073761,,,105.3658536585366
0.049328655,0.027609691,0.033789705,0.020680776,450.4257,242.45956,-289.8023,-203.11696,0.016540833,,,105.3658536585366
0.04865693,0.02922834,0.034019686,0.023101363,449.9506,242.00398,-289.7079,-203.06033,-0.083229676,,,105.3658536585366
0.049475364,0.027546553,0.034571435,0.020863019,450.177,242.04321,-289.78513,-203.13266,-0.03568359,,,105.3658536585366
0.049229864,0.027778283,0.034170117,0.020609349,450.1748,242.05704,-289.78394,-203.0874,-0.036145017,,,105.3658536585366
0.0484363,0.029751826,0.034225512,0.023290308,449.78833,241.86243,-289.66608,-203.0963,-0.11730468,,,105.3658536585366
0.04934355,0.028139513,0.034794606,0.020697795,450.8791,242.57849,-289.78558,-203.1387,0.11175476,,,105.3658536585366
0.04928925,0.028054236,0.034430206,0.02109244,450.3918,242.15305,-289.71527,-203.09691,0.009427185,,,105.3658536585366
0.04887211,0.02982197,0.033701204,0.023477865,449.70267,241.92216,-289.67892,-203.08034,-0.13529389,,,105.3658536585366
0.05004757,0.027923416,0.033913765,0.020222578,450.88287,242.4347,-289.78616,-203.13925,0.11254943,,,105.3658536585366
0.049373884,0.027381439,0.034444418,0.01997525,450.65924,242.45494,-289.80814,-203.1539,0.065586545,,,105.3658536585366
0.049111906,0.028897133,0.034088004,0.02348793,449.79865,241.70059,-289.6861,-203.07927,-0.115138546,,,105.3658536585366
0.049438022,0.027679225,0.034245092,0.021154381,449.77478,241.71259,-289.7907,-203.15118,-0.12015014,,,105.3658536585366
0.04919866,0.02813382,0.034514938,0.020422084,450.16754,242.24167,-289.71655,-203.06563,-0.03767029,,,105.3658536585366
0.049137544,0.029265985,0.03424061,0.023613248,449.46112,241.66988,-289.6294,-203.03609,-0.18601868,,,105.3658536585366
0.049406674,0.028060785,0.03452014,0.021141931,449.91327,242.22462,-289.80347,-203.13724,-0.0910675,,,105.3658536585366
0.04907825,0.027827647,0.03436458,0.019903226,450.53766,242.41635,-289.75137,-203.13683,0.04005432,,,105.3658536585366
0.048938584,0.029334908,0.033307746,0.023269784,449.7344,241.91591,-289.64462,-203.10199,-0.12862884,,,105.3658536585366
0.049411453,0.027795354,0.033763804,0.021298252,451.28568,242.88728,-289.80286,-203.13748,0.19713774,,,105.3658536585366
0.049004678,0.02824719,0.03408556,0.019830994,450.4366,242.26611,-289.798,-203.11353,0.018835144,,,105.3658536585366
0.049641494,0.02947079,0.033630524,0.023274671,449.69247,241.92331,-289.69366,-203.07388,-0.13743438,,,105.3658536585366
0.04983133,0.02772314,0.034099206,0.021616839,449.8078,241.75298,-289.80557,-203.13165,-0.11321594,,,105.3658536585366
0.048529126,0.028029868,0.034515906,0.020014673,450.16296,242.34656,-289.75314,-203.1091,-0.038631592,,,105.3658536585366
0.048858028,0.029212963,0.034264337,0.02323157,449.65054,241.33797,-289.63992,-203.10262,-0.14623992,,,105.3658536585366
0.049772978,0.027558211,0.034282234,0.021617496,451.01904,242.83923,-289.7954,-203.12497,0.14114502,,,105.3658536585366
0.048640855,0.028053392,0.0346182,0.020001957,450.9611,242.80707,-289.72525,-203.12265,0.12897491,,,105.3658536585366
0.049011562,0.029655954,0.034034897,0.023162022,449.56964,241.60268,-289.63577,-203.04208,-0.16322936,,,105.3658536585366
0.050180003,0.027373068,0.03392353,0.021848653,450.5095,242.34628,-289.7655,-203.12349,0.034139097,,,105.3658536585366
0.0485136,0.027740758,0.03434509,0.019972993,450.70587,242.53712,-289.731,-203.09927,0.07537903,,,105.3658536585366
0.048614714,0.030089362,0.034044165,0.022642117,449.47983,241.88043,-289.64728,-203.07565,-0.18209015,,,105.3658536585366
0.050284963,0.028009454,0.033679023,0.021973008,450.15585,242.0159,-289.7686,-203.12418,-0.040124815,,,105.3658536585366
0.049293477,0.027429894,0.034296423,0.020517528,450.6627,242.47829,-289.74155,-203.13626,0.066310726,,,105.3658536585366
0.04849841,0.029761799,0.034418106,0.02222945,449.8041,241.72154,-289.69263,-203.09184,-0.11399139,,,105.3658536585366
0.050075,0.027616505,0.034393657,0.021460313,450.1617,242.32722,-289.79156,-203.09383,-0.038894348,,,105.3658536585366
0.049076192,0.0272492,0.03429934,0.020725053,451.18176,243.06589,-289.79953,-203.14394,0.17531615,,,105.3658536585366
0.048383668,0.029875353,0.03363169,0.022563977,449.45895,241.51393,-289.6806,-203.08139,-0.18647368,,,105.3658536585366
0.04996442,0.027801264,0.033968125,0.02109834,451.09433,242.72795,-289.7508,-203.09605,0.15695526,,,105.3658536585366
0.049620356,0.026613502,0.034076486,0.020994337,451.0556,243.09314,-289.81152,-203.09975,0.14882262,,,105.3658536585366
0.04832739,0.02965468,0.03386355,0.022565715,449.83994,241.81558,-289.69376,-203.09189,-0.10646759,,,105.3658536585366
0.04975723,0.028368205,0.03399819,0.021234548,449.76025,241.59969,-289.7784,-203.10486,-0.12320068,,,105.3658536585366
0.049530257,0.027187724,0.034054313,0.020910496,450.70096,242.48473,-289.74292,-203.10039,0.07434723,,,105.3658536585366
0.048610564,0.029283091,0.034181356,0.02203639,449.35867,241.59631,-289.61697,-203.0782,-0.20753264,,,105.3658536585366
0.04944895,0.028392754,0.034255616,0.020616436,450.4953,242.72781,-289.7995,-203.0941,0.031159056,,,105.3658536585366
0.04931946,0.027698426,0.03415371,0.020911617,450.95587,243.05107,-289.77997,-203.10075,0.12787902,,,105.3658536585366
0.048590142,0.029439285,0.034076527,0.022798179,449.7501,241.26257,-289.6756,-203.05284,-0.12533477,,,105.3658536585366
0.04928283,0.028324446,0.034268063,0.02029697,450.25812,242.01978,-289.7582,-203.12302,-0.018649291,,,105.3658536585366
0.049397193,0.027436206,0.034226324,0.021013254,451.06,242.6873,-289.7799,-203.07825,0.14974548,,,105.3658536585366
0.04892641,0.0291457,0.034291327,0.022830237,449.7842,241.6425,-289.63602,-203.05153,-0.11816986,,,105.3658536585366
0.04955524,0.028466122,0.03421556,0.02069713,449.74557,241.97784,-289.78217,-203.108,-0.12628326,,,105.3658536585366
0.049396202,0.02762737,0.03388213,0.020709578,450.58716,242.67206,-289.80606,-203.0838,0.05044922,,,105.3658536585366
0.048754193,0.028297327,0.034461517,0.022759518,449.81195,241.74818,-289.6639,-203.09563,-0.112344354,,,105.3658536585366
0.049226824,0.027728911,0.034240037,0.020083841,450.8593,242.39354,-289.74112,-203.08873,0.107601926,,,105.3658536585366
0.049439117,0.027475744,0.033799138,0.0209387,451.18234,242.65349,-289.75565,-203.09058,0.17543793,,,105.3658536585366
0.049334705,0.029041447,0.034158032,0.023421418,449.88745,241.96994,-289.657,-203.08046,-0.09648926,,,105.3658536585366
0.049294423,0.027898861,0.034405053,0.0202358,449.7931,241.58266,-289.75235,-203.10077,-0.11630493,,,105.3658536585366
0.049189515,0.027549546,0.034152146,0.020539423,451.0512,242.74483,-289.7672,-203.1121,0.14789978,,,105.3658536585366
0.0492328,0.029327506,0.03366103,0.022955531,449.98544,241.79768,-289.6917,-203.05249,-0.07591095,,,105.3658536585366
0.04918521,0.028258743,0.033702847,0.020624533,450.28604,242.2035,-289.78485,-203.12695,-0.012785339,,,105.3658536585366
0.048716463,0.027703337,0.033883937,0.02052216,451.2967,243.18982,-289.75308,-203.11208,0.19945128,,,105.3658536585366
0.049248077,0.029127548,0.03431734,0.023262346,449.52237,241.56517,-289.66583,-203.07121,-0.17315643,,,105.3658536585366
0.049536366,0.027985064,0.03424653,0.02023625,449.9556,241.73921,-289.71515,-203.09727,-0.082178645,,,105.3658536585366
0.049287084,0.027600875,0.03444441,0.020382578,450.40164,242.58115,-289.73196,-203.08485,0.011490784,,,105.3658536585366
0.049621195,0.028937425,0.03414002,0.024078142,449.7342,242.20482,-289.70813,-203.06853,-0.1286737,,,105.3658536585366
0.0494952,0.028084856,0.03418163,0.021228846,450.56168,242.31645,-289.71725,-203.0811,0.04509796,,,105.3658536585366
0.04920427,0.027892055,0.034257304,0.019364256,451.13205,242.6641,-289.78534,-203.11414,0.1648764,,,105.3658536585366
0.049456783,0.028622461,0.034494635,0.02332277,449.76315,242.0036,-289.63916,-203.09138,-0.12259185,,,105.3658536585366
0.0493233,0.027799336,0.034324013,0.021410506,450.11353,242.29189,-289.75156,-203.1196,-0.04901367,,,105.3658536585366
0.048734173,0.028281897,0.033998527,0.019901043,451.0554,242.59265,-289.738,-203.12738,0.14877777,,,105.3658536585366
0.049175255,0.029142387,0.033768423,0.023037443,449.69345,241.598,-289.6661,-203.09132,-0.13722931,,,105.3658536585366
0.049490318,0.027401727,0.03452994,0.021575008,450.09305,242.22641,-289.72025,-203.08379,-0.053313904,,,105.3658536585366
0.04895803,0.028213156,0.034341056,0.02008265,451.10324,242.7396,-289.76843,-203.11076,0.15882659,,,105.3658536585366
0.0492721,0.029639542,0.03362935,0.0228545,449.84668,242.27734,-289.68503,-203.0433,-0.105051264,,,105.3658536585366
0.049760614,0.02783667,0.034256402,0.021963097,450.66357,242.29652,-289.7574,-203.097,0.06649658,,,105.3658536585366
