Time,SG5,SG7,SG13,SG16,SG33,SG35,SG42,SG43,A1,A2,A4,A5,SG13Range,SG13Cycles,SG16Range,SG16Cycles,SG42Range,SG42Cycles,SG43Range,SG43Cycles,velocity_16,velocity_5+7
555.0025,0.15774512,0.121826015,0.07760564,0.036859587,0.41475126,0.21430984,-0.0056973263,0.0827362,8.373266,8.257276,8.9171505,8.732806,2.0,901.0,2.0,920.0,2.0,482.5,2.0,485.5,84.12086330935252,71.29756097560976
555.005,-0.00795639,-0.033728942,-0.055969503,-0.08487991,0.3116098,0.13145828,-0.025987243,0.025248641,8.371712,8.25656,8.914119,8.730192,4.0,0.0,4.0,2.0,4.0,1.0,4.0,1.0,84.12086330935252,71.29756097560976
555.0075,-0.18211097,-0.21803008,-0.203071,-0.23705429,0.15267426,-0.022407988,-0.022603454,-0.011949005,8.369738,8.258053,8.913541,8.72718,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,84.12086330935252,71.29756097560976
555.01,-0.3224485,-0.35329512,-0.31297445,-0.3571019,-0.024862517,-0.18641602,-0.034440305,-0.033930816,8.3709955,8.260343,8.913603,8.726594,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,84.12086330935252,71.29756097560976
555.0125,-0.2970861,-0.33976638,-0.2994481,-0.36724684,-0.10433029,-0.25066635,-0.061494596,-0.06943817,8.372192,8.2606125,8.916976,8.725931,10.0,0.0,10.0,2.0,10.0,5.0,10.0,1.0,84.12086330935252,71.29756097560976
555.015,-0.17872879,-0.24846175,-0.2267427,-0.2843969,-0.09080475,-0.21515898,-0.102071226,-0.13030791,8.369216,8.259793,8.9166355,8.725922,12.0,6.0,12.0,10.0,12.0,8.0,12.0,10.0,84.12086330935252,71.29756097560976
555.0175,0.0190979,-0.086145625,-0.062732674,-0.11869697,0.054605253,-0.08496643,-0.134198,-0.17257804,8.368346,8.262167,8.912861,8.72439,14.0,5.0,14.0,1.0,14.0,2.0,14.0,1.0,84.12086330935252,71.29756097560976
555.02,0.18818,0.06772064,0.07760564,0.02164215,0.25074324,0.07396911,-0.17139724,-0.19455825,8.36855,8.265306,8.911437,8.721104,16.0,2.5,16.0,0.0,16.0,0.0,16.0,1.0,84.12086330935252,71.29756097560976
555.0225,0.21861488,0.1268985,0.10973121,0.07405724,0.3640265,0.16358505,-0.14941543,-0.1844133,8.371087,8.266644,8.913562,8.718617,18.0,0.5,18.0,1.0,18.0,0.0,18.0,0.0,84.12086330935252,71.29756097560976
555.025,0.112092815,0.06941254,0.045479678,0.040241774,0.3606459,0.14667572,-0.09700195,-0.1590509,8.377061,8.266416,8.919688,8.720763,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,84.12086330935252,71.29756097560976
