Time,SG5,SG7,SG13,SG16,SG33,SG35,SG42,SG43,A1,A2,A4,A5,SG13Range,SG13Cycles,SG16Range,SG16Cycles,SG42Range,SG42Cycles,SG43Range,SG43Cycles,velocity_16,velocity_5+7
345.0025,-0.1981984,-0.18691269,-0.19917332,-0.16558616,-0.17938568,-0.089462124,-0.051795043,-0.003486328,8.384252,8.268747,8.895957,8.71931,2.0,943.0,2.0,929.0,2.0,620.0,2.0,570.5,81.76783216783217,81.19999999999999
345.005,-0.12380149,-0.11420608,-0.128159,-0.09626335,-0.18953064,-0.089462124,-0.05517563,0.013421401,8.38509,8.268571,8.895802,8.721728,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,81.76783216783217,81.19999999999999
345.0075,0.041898422,0.037968293,0.007106838,0.05929321,-0.15909576,-0.038737334,-0.038266294,0.020184172,8.385837,8.268643,8.8960285,8.724263,6.0,0.0,6.0,0.0,6.0,1.0,6.0,1.0,81.76783216783217,81.19999999999999
345.01,0.2177449,0.19014266,0.14068198,0.2080854,-0.11513534,0.02044052,-0.019668274,0.016803589,8.384977,8.268488,8.896812,8.725736,8.0,3.0,8.0,7.0,8.0,11.0,8.0,6.0,81.76783216783217,81.19999999999999
345.0125,0.27016,0.21381317,0.19140677,0.24866523,-0.0525737,0.08807465,0.0040022274,0.043856274,8.38462,8.267898,8.89934,8.726702,10.0,10.0,10.0,7.0,10.0,2.0,10.0,7.0,81.76783216783217,81.19999999999999
345.015,0.16532981,0.108982995,0.115319595,0.16750556,-0.023830717,0.13710754,0.010766601,0.059073713,8.38554,8.26711,8.902526,8.727501,12.0,1.0,12.0,0.0,12.0,0.0,12.0,0.0,81.76783216783217,81.19999999999999
345.01752,-0.005444183,-0.03981079,-0.048690032,0.0119506065,-0.039048154,0.14387192,0.014147186,0.04723846,8.385571,8.266043,8.904063,8.727969,14.0,0.0,14.0,0.0,14.0,0.0,14.0,0.0,81.76783216783217,81.19999999999999
345.02002,-0.17790847,-0.1801483,-0.20931827,-0.15205902,-0.10837097,0.08131027,0.0344371,0.042165983,8.386226,8.265306,8.904878,8.727842,16.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,81.76783216783217,81.19999999999999
345.02252,-0.24046852,-0.22072814,-0.2482074,-0.20278381,-0.16078766,0.028896788,0.064871974,0.042165983,8.386962,8.2651,8.905445,8.727072,18.0,0.0,18.0,0.0,18.0,0.0,18.0,0.0,81.76783216783217,81.19999999999999
345.02502,-0.16607162,-0.14294906,-0.16197526,-0.14529625,-0.16586013,0.01875183,0.063183285,0.02863884,8.386921,8.265607,8.904537,8.726155,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,81.76783216783217,81.19999999999999
345.02753,-0.0020619964,0.0075334166,-0.014873771,-0.018484268,-0.14218643,0.027204894,0.04796585,0.020184172,8.386185,8.266135,8.902155,8.725112,22.0,0.0,22.0,0.0,22.0,0.0,22.0,0.0,81.76783216783217,81.19999999999999
345.03003,0.18900031,0.1816896,0.15082695,0.14045288,-0.11513534,0.037349854,0.012458496,-0.00010414123,8.384834,8.266561,8.899123,8.723951,24.0,0.0,24.0,0.0,24.0,0.0,24.0,0.0,81.76783216783217,81.19999999999999
345.0325,0.26677778,0.24255614,0.22015056,0.20470321,-0.11513534,0.03396927,-0.016287688,-0.013631286,8.384793,8.266737,8.89606,8.723308,26.0,0.0,26.0,0.0,26.0,0.0,26.0,0.0,81.76783216783217,81.19999999999999
345.035,0.20083717,0.1816896,0.17618935,0.16074279,-0.13880584,0.02044052,-0.029813232,-0.020394057,8.385847,8.26714,8.894987,8.722684,28.0,0.0,28.0,0.0,28.0,0.0,28.0,0.0,81.76783216783217,81.19999999999999
345.0375,0.055425566,0.036276396,0.05275915,0.04069359,-0.15233138,0.0086068725,-0.041650083,-0.0339212,8.387657,8.267928,8.8959465,8.722567,30.0,0.0,30.0,0.0,30.0,0.0,30.0,0.0,81.76783216783217,81.19999999999999
345.04,-0.10012939,-0.1361879,-0.08926986,-0.089498974,-0.1760051,-0.03197296,-0.043338776,-0.04744835,8.389438,8.26885,8.897967,8.723171,,,,,,,,,81.76783216783217,81.19999999999999
345.0425,-0.15592666,-0.20043823,-0.13830397,-0.12838851,-0.20812866,-0.07255279,-0.050103147,-0.07450104,8.388691,8.269555,8.900557,8.723308,,,,,,,,,81.76783216783217,81.19999999999999
