Time,SG5,SG7,SG13,SG16,SG33,SG35,SG42,SG43,A1,A2,A4,A5,SG13Range,SG13Cycles,SG16Range,SG16Cycles,SG42Range,SG42Cycles,SG43Range,SG43Cycles,velocity_16,velocity_5+7
520.0025,0.11384079,0.19131866,0.16350414,0.11970474,0.09241653,0.04365921,0.059578396,0.027265776,8.376396,8.253275,8.88654,8.716355,2.0,896.0,2.0,924.0,2.0,619.0,2.0,596.5,98.25882352941176,82.34366197183098
520.005,0.12229385,0.21160857,0.20070258,0.15013961,0.14652191,0.09945648,0.08156021,0.07968086,8.3775215,8.254384,8.888036,8.715087,4.0,0.0,4.0,2.0,4.0,0.0,4.0,2.0,98.25882352941176,82.34366197183098
520.0075,-0.0062100217,0.12706833,0.09248983,0.055454403,0.14144942,0.10960144,0.09339706,0.12026069,8.378401,8.255317,8.888717,8.714142,6.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,98.25882352941176,82.34366197183098
520.01,-0.1566925,-0.0014355468,-0.06644771,-0.08657501,0.08734405,0.094384,0.09339706,0.12533318,8.380078,8.256664,8.887397,8.713956,8.0,0.0,8.0,0.0,8.0,0.0,8.0,0.0,98.25882352941176,82.34366197183098
520.0125,-0.29703003,-0.1552986,-0.20847672,-0.2100048,0.011256866,0.05042198,0.07648773,0.103352964,8.381981,8.258612,8.884849,8.714473,10.0,0.0,10.0,1.0,10.0,2.0,10.0,0.0,98.25882352941176,82.34366197183098
520.015,-0.30379438,-0.1823529,-0.21354921,-0.21676917,-0.03608734,0.013224334,0.05281723,0.06784561,8.382441,8.261068,8.882961,8.715624,12.0,2.0,12.0,11.0,12.0,9.0,12.0,6.0,98.25882352941176,82.34366197183098
520.0175,-0.21587035,-0.09612075,-0.13238955,-0.12377426,-0.0699028,-0.03919075,0.0020924376,0.02388359,8.382962,8.263431,8.884137,8.716511,14.0,10.0,14.0,1.0,14.0,3.0,14.0,6.0,98.25882352941176,82.34366197183098
520.02,-0.048478544,0.07972412,0.016402645,0.03685478,-0.06821411,-0.06962562,-0.045251768,0.0035936737,8.383719,8.264685,8.887097,8.716774,16.0,2.0,16.0,0.0,16.0,1.0,16.0,1.0,98.25882352941176,82.34366197183098
520.0225,0.10200393,0.23866287,0.16857661,0.18395588,-0.037779234,-0.06286285,-0.06384979,-0.018386535,8.383065,8.264353,8.889345,8.716686,18.0,0.0,18.0,1.0,18.0,0.0,18.0,0.0,98.25882352941176,82.34366197183098
520.025,0.13920318,0.2826233,0.23620974,0.20931827,0.016329344,-0.025665207,-0.033414915,-0.0031690977,8.381213,8.262685,8.89081,8.71657,20.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,98.25882352941176,82.34366197183098
