0,pre_N_total_cum
197.0,232.0
124.0,152.5
51.0,60.0
25.0,28.5
20.0,19.5
19.0,19.5
12.5,19.5
7.5,9.5
6.5,9.5
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
